# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"628 ","Jianu, Filip Cristian","$17,782 ","$16,993 ",$789,"$21,192"
"629 ","Jomby, Tom","$17,762 ","$13,683 ","$4,079","$77,662"
"630 ","Zeppieri, Giulio","$17,562 ","$16,268 ","$1,294","$20,085"
"631 ","Huertas Del Pino Cordova, Arklon","$17,551 ","$10,731 ","$6,820","$29,608"
"632 ","Cuevas, Martin","$17,466 ","$10,101 ","$7,365","$153,277"
"633 ","Gerch, Lucas","$17,420 ","$15,034 ","$2,386","$26,563"
"634 ","Tepavac, Marko","$17,394 ","$16,494 ",$900,"$140,292"
"635 ","Forti, Francesco","$17,383 ","$14,338 ","$3,045","$31,935"
"636 ","Pichler, David","$17,379 ","$12,049 ","$5,330","$73,023"
"637 ","Sabanov, Matej","$17,317 ","$4,601 ","$12,716","$80,588"
"638 ","Slobodchikov, Ronald","$17,294 ","$16,862 ",$432,"$59,486"
"639 ","Robert, Quentin","$17,274 ","$15,170 ","$2,104","$34,616"
"640 ","Kirkin, Ergi","$17,187 ","$16,767 ",$420,"$34,536"
"641 ","Paul, Jakub","$17,131 ","$9,641 ","$7,490","$35,607"
"642 ","Kirchheimer, Strong","$17,122 ","$14,803 ","$2,319","$40,045"
"643 ","Fancutt, Thomas","$17,043 ","$12,839 ","$4,204","$65,694"
"644 ","Estevez, Maximiliano","$17,001 ","$11,957 ","$5,044","$128,336"
"645 ","Gonzalez, Alejandro","$16,972 ","$14,774 ","$2,198","$1,126,313"
"646 ","Rodriguez - Pace, Ricardo","$16,953 ","$13,815 ","$3,138","$102,750"
"647 ","Ojeda Lara, Ricardo","$16,909 ","$15,363 ","$1,546","$228,802"
"648 ","Patiño, Luis","$16,898 ","$10,398 ","$6,500","$103,355"
"649 ","Michalski, Daniel","$16,894 ","$14,427 ","$2,467","$21,121"
"650 ","Kodat, Toby Alex","$16,758 ","$1,506 ","$15,252","$16,758"
"651 ","Machac, Tomas","$16,654 ","$15,388 ","$1,266","$26,010"
"652 ","Djokovic, Marko","$16,614 ","$254 ","$16,360","$89,765"
"653 ","Kalenichenko, Danylo","$16,594 ","$12,947 ","$3,647","$66,855"
"654 ","Tchoutakian, Maxime","$16,588 ","$10,911 ","$5,677","$58,189"
"655 ","Nouza, Petr","$16,507 ","$10,777 ","$5,730","$39,108"
"656 ","Zayid, Mubarak Shannan","$16,489 ","$12,734 ","$3,755","$61,650"
"657 ","Panta, Jorge","$16,320 ","$12,698 ","$3,622","$56,022"
"658 ","Weintraub, Amir","$16,054 ","$16,054 ",$0,"$464,032"
"659 ","Sinclair, Colin","$15,995 ","$14,423 ","$1,572","$31,159"
"660 ","Roelofse, Ruan","$15,950 ","$7,057 ","$8,893","$169,817"
"Page 15 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"661 ","Niklas-Salminen, Patrik","$15,945 ","$11,844 ","$4,101","$50,070"
"662 ","Nagy, Peter","$15,885 ","$11,391 ","$4,494","$77,622"
"663 ","Damm , Martin","$15,812 ","$668 ","$15,144","$15,812"
"664 ","Shamasdin, Adil","$15,745 ","$0 ","$15,745","$617,239"
"665 ","Hardt, Nick","$15,731 ","$12,641 ","$3,090","$24,115"
"666 ","Chrysochos, Petros","$15,570 ","$13,500 ","$2,070","$49,041"
"667 ","Chappell, Nick","$15,567 ","$13,217 ","$2,350","$51,795"
"668 ","Andreev, Adrian","$15,565 ","$13,553 ","$2,012","$24,595"
"669 ","Brymer, Gage","$15,436 ","$15,016 ",$420,"$22,992"
"670 ","Reis Da Silva, Joao Lucas","$15,412 ","$12,281 ","$3,131","$27,445"
"671 ","Martos Gornes, Sergio","$15,295 ","$3,040 ","$12,255","$76,754"
"672 ","Donski, Alexander","$15,293 ","$9,790 ","$5,503","$28,432"
"673 ","Griekspoor, Scott","$15,270 ","$14,871 ",$399,"$120,646"
"674 ","Arreche, Nicolas Alberto","$15,233 ","$10,219 ","$5,014","$50,432"
"675 ","Diaz Acosta, Facundo","$15,218 ","$13,928 ","$1,290","$17,084"
"676 ","Corwin, Felix","$15,162 ","$12,114 ","$3,048","$29,996"
"677 ","Holt, Brandon","$15,155 ","$12,170 ","$2,985","$30,835"
"678 ","Lomakin, Grigoriy","$15,123 ","$8,020 ","$7,103","$30,080"
"679 ","Hong, Seong-chan","$14,991 ","$13,602 ","$1,389","$57,224"
"680 ","Bovy, Arnaud","$14,898 ","$10,266 ","$4,632","$15,651"
"681 ","Nakashima, Brandon","$14,870 ","$14,330 ",$540,"$35,670"
"682 ","Rondoni, Pietro","$14,831 ","$12,877 ","$1,954","$80,790"
"683 ","Zakharov, Alexey","$14,829 ","$12,647 ","$2,182","$22,375"
"684 ","Rosenkranz, Mats","$14,759 ","$11,519 ","$3,240","$31,898"
"685 ","Piros, Zsombor","$14,717 ","$14,008 ",$709,"$64,764"
"686 ","Castelnuovo, Luca","$14,714 ","$10,546 ","$4,168","$32,771"
"687 ","Malla, Bastian","$14,677 ","$12,360 ","$2,317","$71,448"
"688 ","Vidal Azorin, Jose Fco.","$14,628 ","$11,648 ","$2,980","$46,984"
"689 ","Miladinovic, Marko","$14,585 ","$14,585 ",$0,"$27,473"
"690 ","Fonio, Giovanni","$14,562 ","$11,405 ","$3,157","$41,490"
"691 ","Huertas del pino, Conner","$14,536 ","$7,716 ","$6,820","$21,019"
"692 ","Danilov, Savriyan","$14,472 ","$10,150 ","$4,322","$17,706"
"693 ","Garanganga, Takanyi","$14,427 ","$13,839 ",$588,"$129,801"
"694 ","Galarneau, Alexis","$14,425 ","$13,155 ","$1,270","$35,324"
"695 ","Rapp, Austin","$14,346 ","$8,280 ","$6,066","$15,944"
"696 ","Lawson, Alex","$14,257 ","$0 ","$14,257","$49,692"
"697 ","Forejtek, Jonas","$14,168 ","$10,755 ","$3,413","$17,030"
"698 ","Pecotic, Matija","$14,086 ","$13,816 ",$270,"$85,926"
"699 ","Ejupovic, Elmar","$13,957 ","$12,092 ","$1,865","$58,693"
"700 ","Mergea, Florin","$13,933 ","$0 ","$13,933","$1,677,368"
"701 ","Reymond, Arthur","$13,875 ","$10,434 ","$3,441","$19,585"
"702 ","Smith, Keegan","$13,873 ","$3,086 ","$10,787","$20,541"
"703 ","Caruana, Liam","$13,832 ","$11,817 ","$2,015","$98,126"
"704 ","Sabanov, Ivan","$13,830 ","$1,114 ","$12,716","$65,172"
"Page 16 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"705 ","Galarza, Juan Ignacio","$13,825 ","$11,640 ","$2,185","$104,259"
"706 ","Jacq, Gregoire","$13,792 ","$8,413 ","$5,379","$118,218"
"707 ","Echazu, Mauricio","$13,770 ","$11,766 ","$2,004","$129,786"
"708 ","Kestelboim, Mariano","$13,688 ","$9,622 ","$4,066","$83,099"
"709 ","Romios, Matthew Christopher","$13,660 ","$10,633 ","$3,027","$25,964"
"710 ","Petit, Gabriel","$13,601 ","$10,715 ","$2,886","$45,532"
"711 ","Vardhan, Vishnu","$13,597 ","$520 ","$13,077","$241,214"
"712 ","Crepaldi, Erik","$13,581 ","$10,060 ","$3,521","$142,527"
"713 ","De Carvalho Cardoso Alves, Mateus","$13,577 ","$7,558 ","$6,019","$15,985"
"714 ","Puodziunas, Scott","$13,557 ","$520 ","$13,037","$56,090"
"715 ","Cacao, Tiago","$13,403 ","$9,661 ","$3,742","$45,729"
"716 ","Skatov, Timofey","$13,375 ","$12,183 ","$1,192","$15,647"
"717 ","Galoppini, Davide","$13,334 ","$10,840 ","$2,494","$58,369"
"718 ","Fomin, Sergey","$13,260 ","$9,418 ","$3,842","$24,080"
"719 ","Niki, Takuto","$13,257 ","$10,260 ","$2,997","$159,280"
"720 ","Deviatiarov, Marat","$13,226 ","$9,639 ","$3,587","$69,168"
"721 ","Mridha, Jonathan","$13,193 ","$10,915 ","$2,278","$47,478"
"722 ","Netuschil, Marvin","$13,181 ","$12,245 ",$936,"$70,987"
"723 ","Sarmiento, Raymond","$13,115 ","$12,595 ",$520,"$93,356"
"724 ","Statham, Rubin","$13,110 ","$10,950 ","$2,160","$306,861"
"725 ","Bergevi, Filip","$13,083 ","$9,029 ","$4,054","$34,407"
"726 ","Tajima, Naoki","$12,939 ","$9,425 ","$3,514","$14,863"
"727 ","Shimabukuro, Sho","$12,916 ","$11,183 ","$1,733","$22,604"
"728 ","Neis, Fabricio","$12,912 ","$252 ","$12,660","$150,015"
"729 ","Adamson, Alec","$12,876 ","$8,943 ","$3,933","$23,437"
"730 ","Igoshin, Alexander","$12,872 ","$8,390 ","$4,482","$82,164"
"731 ","Konecny, Michal","$12,853 ","$8,931 ","$3,922","$187,585"
"732 ","Cozbinov, Alexander","$12,847 ","$7,424 ","$5,423","$17,658"
"733 ","Klier Junior, Gilbert","$12,819 ","$10,942 ","$1,877","$14,767"
"734 ","Trongcharoenchaikul, Wishaya","$12,797 ","$11,017 ","$1,780","$72,553"
"735 ","Patael, Ben","$12,791 ","$12,701 ",$90,"$45,464"
"736 ","Wehnelt, Kai","$12,729 ","$9,416 ","$3,313","$29,789"
"737 ","Chepelev, Andrey","$12,709 ","$9,655 ","$3,054","$35,849"
"738 ","Weis, Alexander","$12,678 ","$9,819 ","$2,859","$32,083"
"739 ","Walkin, Brandon","$12,664 ","$6,927 ","$5,737","$22,391"
"740 ","Arias, Boris","$12,569 ","$2,986 ","$9,583","$35,353"
"741 ","Tanuma, Ryota","$12,546 ","$9,999 ","$2,547","$48,272"
"742 ","Nejedly, Pavel","$12,503 ","$12,041 ",$462,"$46,152"
"743 ","Gonzales, Ruben","$12,481 ","$0 ","$12,481","$110,186"
"744 ","Bradley, Julian","$12,424 ","$5,105 ","$7,319","$24,663"
"745 ","Tikhomirov, Maksim","$12,421 ","$9,180 ","$3,241","$33,710"
"746 ","Lipovsek Puches, Tomas","$12,419 ","$8,127 ","$4,292","$141,508"
"747 ","Veldheer, Mick","$12,403 ","$10,421 ","$1,982","$25,486"
"748 ","Correia, Jordan","$12,364 ","$11,247 ","$1,117","$37,936"
"Page 17 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"749 ","Adams, Harrison","$12,340 ","$8,366 ","$3,974","$38,790"
"750 ","Perez Sanz, David","$12,330 ","$8,421 ","$3,909","$172,847"
"751 ","Sorgi, Joao Pedro","$12,289 ","$9,227 ","$3,062","$122,981"
"752 ","Marozsan, Fabian","$12,264 ","$9,161 ","$3,103","$19,581"
"753 ","Fanselow, Sebastian","$12,259 ","$11,829 ",$430,"$84,015"
"754 ","Petrone, Alessandro","$12,256 ","$10,538 ","$1,718","$67,621"
"755 ","Strombachs, Robert","$12,234 ","$8,746 ","$3,488","$24,476"
"756 ","Takeuchi, Kento","$12,229 ","$9,257 ","$2,972","$166,323"
"757 ","Alcaraz, Carlos","$12,211 ","$12,211 ",$0,"$12,703"
"758 ","Winter Lopez, Benjamin","$12,174 ","$7,993 ","$4,181","$19,272"
"759 ","Langmo, Christian","$12,103 ","$10,975 ","$1,128","$16,156"
"760 ","Martin Tiffon, Pol","$12,091 ","$11,123 ",$968,"$18,523"
"761 ","Lock, Courtney John","$12,070 ","$3,310 ","$8,760","$23,901"
"762 ","Dutra da Silva, Daniel","$12,043 ","$9,570 ","$2,473","$194,231"
"763 ","Maggioli, Emiliano","$12,002 ","$10,580 ","$1,422","$14,140"
"764 ","Shane, Ryan","$11,960 ","$11,170 ",$790,"$113,102"
"765 ","Mcnally, John","$11,950 ","$11,230 ",$720,"$35,256"
"766 ","Vives Marcos, Pedro","$11,918 ","$9,529 ","$2,389","$16,980"
"767 ","Prihodko, Oleg","$11,895 ","$7,184 ","$4,711","$37,457"
"768 ","Ionel, Nicholas David","$11,855 ","$10,336 ","$1,519","$13,269"
"769 ","Mashtakov, Nikita","$11,852 ","$10,106 ","$1,746","$20,868"
"770 ","El Mihdawy, Adam","$11,805 ","$11,277 ",$528,"$161,289"
"771 ","Walkow, Szymon","$11,790 ","$260 ","$11,530","$46,180"
"772 ","Razborsek, Nik","$11,767 ","$11,283 ",$484,"$56,271"
"773 ","Ilhan, Marsel","$11,761 ","$10,753 ","$1,008","$1,372,508"
"774 ","Ratiwatana, Sanchai","$11,729 ","$0 ","$11,729","$501,709"
"775 ","Dembek, Michal","$11,708 ","$8,709 ","$2,999","$46,065"
"776 ","Wang, Tak Khunn","$11,597 ","$11,597 ",$0,"$113,629"
"777 ","Tenti, Fermin","$11,584 ","$8,911 ","$2,673","$21,835"
"778 ","Prashanth, N Vijay Sundar","$11,545 ","$4,947 ","$6,598","$120,133"
"779 ","Klok, Denis","$11,513 ","$9,136 ","$2,377","$34,344"
"780 ","Schnur, Max","$11,502 ","$0 ","$11,502","$63,817"
"781 ","Kivattsev, Kirill","$11,497 ","$9,066 ","$2,431","$34,093"
"782 ","Mochizuki, Yuki","$11,496 ","$9,505 ","$1,991","$24,420"
"783 ","Bondarevskiy, Yan","$11,489 ","$8,749 ","$2,740","$21,641"
"784 ","Turchetti, Nicolo","$11,471 ","$8,358 ","$3,113","$43,365"
"785 ","Freund, Simon","$11,385 ","$7,131 ","$4,254","$12,905"
"786 ","Bothwell, Peter","$11,380 ","$7,444 ","$3,936","$42,617"
"787 ","Bellier, Antoine","$11,379 ","$7,909 ","$3,470","$76,369"
"788 ","Ouahab, Lamine","$11,373 ","$8,851 ","$2,522","$474,635"
"789 ","Pospisil, Jaroslav","$11,365 ","$7,584 ","$3,781","$554,473"
"790 ","Ayeni, Alafia","$11,360 ","$9,690 ","$1,670","$23,890"
"791 ","Ho, Ray","$11,359 ","$6,376 ","$4,983","$15,267"
"792 ","Gray, Jonathan","$11,301 ","$8,734 ","$2,567","$42,096"
"Page 18 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"793 ","Sureshkumar, Manish","$11,286 ","$8,550 ","$2,736","$31,138"
"794 ","Lopez Morillo, Imanol","$11,264 ","$9,310 ","$1,954","$15,757"
"795 ","Kalovelonis, Markos","$11,229 ","$7,400 ","$3,829","$80,100"
"796 ","Sachko, Vitaliy","$11,208 ","$8,646 ","$2,562","$25,580"
"797 ","Fruttero, John Paul","$11,184 ","$1,040 ","$10,144","$218,078"
"798 ","Purcell, Rhett","$11,141 ","$6,321 ","$4,820","$31,437"
"799 ","Bergs, Zizou","$11,084 ","$9,124 ","$1,960","$37,968"
"800 ","Khabibulin, Timur","$11,030 ","$3,728 ","$7,302","$73,538"
"801 ","Schmitz, Constantin","$10,998 ","$8,427 ","$2,571","$16,199"
"802 ","Boyer, Dusty H.","$10,993 ","$9,481 ","$1,512","$25,167"
"803 ","Neuchrist, Maximilian","$10,963 ","$8,742 ","$2,221","$187,289"
"804 ","Drzewiecki, Karol","$10,884 ","$1,483 ","$9,401","$51,261"
"805 ","Kim, Cheong-Eui","$10,874 ","$8,726 ","$2,148","$121,678"
"806 ","Ratniuk, Maxim","$10,873 ","$7,122 ","$3,751","$39,176"
"807 ","Gomez, Juan Sebastian","$10,867 ","$7,791 ","$3,076","$84,974"
"808 ","Matkowski, Marcin","$10,865 ","$0 ","$10,865","$4,044,710"
"809 ","Geller, Axel","$10,862 ","$8,453 ","$2,409","$21,675"
"810 ","Ratiwatana, Sonchat","$10,839 ","$520 ","$10,319","$506,740"
"811 ","Zekic, Miljan","$10,819 ","$10,509 ",$310,"$261,136"
"812 ","Ghorbel, Anis","$10,658 ","$5,720 ","$4,938","$57,401"
"813 ","Ponwith, Nathan","$10,657 ","$9,078 ","$1,579","$15,334"
"814 ","Joncour, Ronan","$10,641 ","$8,922 ","$1,719","$40,675"
"815 ","Ore, Junior A.","$10,485 ","$1,560 ","$8,925","$36,417"
"816 ","Kovacevic, Aleksandar","$10,484 ","$9,226 ","$1,258","$15,624"
"817 ","Apostol, Bogdan Ionut","$10,446 ","$8,015 ","$2,431","$44,028"
"818 ","Kachmazov, Alibek","$10,336 ","$10,228 ",$108,"$10,954"
"819 ","Kravchenko, Georgii","$10,311 ","$7,740 ","$2,571","$14,277"
"820 ","Poullain, Lucas","$10,296 ","$8,690 ","$1,606","$18,853"
"821 ","Dzhanashiya, Shalva","$10,279 ","$7,916 ","$2,363","$35,601"
"822 ","Stanek, Robin","$10,274 ","$8,060 ","$2,214","$78,541"
"823 ","Lee, Kuan-Yi","$10,273 ","$7,963 ","$2,310","$51,597"
"824 ","Lo, Chien-hsun","$10,254 ","$9,074 ","$1,180","$25,837"
"825 ","Gautier, Alexis","$10,213 ","$10,123 ",$90,"$21,112"
"826 ","Cervantes, Inigo","$10,148 ","$6,758 ","$3,390","$1,070,532"
"827 ","Sanchez Jover, Carlos","$10,099 ","$7,790 ","$2,309","$14,815"
"828 ","Lopez Montagud, Carlos","$10,076 ","$8,255 ","$1,821","$14,932"
"829 ","Saraiva, Bernardo","$10,063 ","$1,662 ","$8,401","$47,594"
"830 ","Uspensky, Dennis","$10,051 ","$8,083 ","$1,968","$21,065"
"831T ","Frunza, Nicolae","$10,048 ","$8,265 ","$1,783","$48,927"
"831T ","Woerner, Paul","$10,048 ","$8,098 ","$1,950","$40,774"
"833 ","Vasilenko, Alexander","$10,030 ","$7,965 ","$2,065","$63,917"
"834 ","Wang, Aoran","$9,995 ","$2,596 ","$7,399","$39,956"
"835 ","Zielinski, Jan","$9,984 ","$4,503 ","$5,481","$22,895"
"836 ","Barrientos, Nicolas","$9,981 ","$5,648 ","$4,333","$231,017"
"Page 19 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"837 ","Goveas, Aryan","$9,969 ","$6,747 ","$3,222","$37,329"
"838 ","Obert, Adrian","$9,918 ","$9,342 ",$576,"$24,104"
"839 ","Shevchenko, Alexander","$9,850 ","$7,222 ","$2,628","$13,873"
"840T ","Craig, Henry","$9,838 ","$7,497 ","$2,341","$29,873"
"840T ","Siljestrom, Andreas","$9,838 ","$0 ","$9,838","$384,857"
"842 ","Friberg, Karl","$9,823 ","$7,690 ","$2,133","$29,319"
"843 ","Xia, Zihao","$9,819 ","$8,003 ","$1,816","$54,486"
"844 ","Lehecka, Jiri","$9,814 ","$7,491 ","$2,323","$12,196"
"845 ","Virgili, Adelchi","$9,807 ","$6,519 ","$3,288","$62,431"
"846 ","Juarez, Facundo","$9,788 ","$7,773 ","$2,015","$23,372"
"847 ","Junaid, Rameez","$9,773 ","$0 ","$9,773","$496,029"
"848 ","Galdos, Sergio","$9,692 ","$512 ","$9,180","$144,905"
"849 ","Hampel, Lenny","$9,662 ","$7,312 ","$2,350","$69,059"
"850 ","Angele, Jaimee Floyd","$9,631 ","$7,948 ","$1,683","$28,413"
"851 ","Goldhoff, George","$9,604 ","$3,584 ","$6,020","$12,812"
"852 ","Krutykh, Oleksii","$9,574 ","$7,570 ","$2,004","$14,947"
"853 ","Cornea, Victor Vlad","$9,560 ","$3,886 ","$5,674","$48,601"
"854 ","Johnson, Hunter","$9,492 ","$0 ","$9,492","$27,488"
"855 ","Martin, Toby","$9,483 ","$6,662 ","$2,821","$54,852"
"856 ","Zhu, Michael","$9,476 ","$6,086 ","$3,390","$30,966"
"857 ","Kobelt, Peter","$9,463 ","$8,923 ",$540,"$76,871"
"858 ","Ayap, Sagadat","$9,453 ","$5,134 ","$4,319","$35,711"
"859 ","Ricca, Giorgio","$9,448 ","$7,416 ","$2,032","$28,982"
"860 ","Okamura, Issei","$9,414 ","$7,106 ","$2,308","$46,645"
"861 ","Johnson, Yates","$9,402 ","$0 ","$9,402","$27,651"
"862 ","Dhoe, Benjamin","$9,367 ","$7,875 ","$1,492","$25,016"
"863 ","Ivanov, Vladimir","$9,352 ","$6,666 ","$2,686","$112,681"
"864 ","Stevens, Bart","$9,341 ","$5,249 ","$4,092","$20,947"
"865 ","Puttergill, Calum","$9,330 ","$4,960 ","$4,370","$37,489"
"866 ","Maiga, Riccardo","$9,298 ","$6,930 ","$2,368","$42,379"
"867 ","Ly, Nam Hoang","$9,272 ","$8,462 ",$810,"$51,660"
"868 ","Monzon, Ignacio","$9,267 ","$7,296 ","$1,971","$23,621"
"869 ","Vilardo, Francesco","$9,240 ","$6,634 ","$2,606","$80,097"
"870 ","Mousley, Bradley","$9,218 ","$6,692 ","$2,526","$219,329"
"871 ","De Krom, Michiel","$9,204 ","$6,077 ","$3,127","$28,837"
"872 ","Voronin, Dimitriy","$9,195 ","$8,271 ",$924,"$27,565"
"873 ","Hernandez, Juan Alejandro","$9,189 ","$7,081 ","$2,108","$14,424"
"874 ","Davydov, Ivan","$9,177 ","$7,630 ","$1,547","$32,178"
"875 ","Stevenson, Kelsey","$9,126 ","$6,752 ","$2,374","$43,178"
"876 ","Laurent, Yanais","$9,110 ","$5,301 ","$3,809","$55,329"
"877 ","Liutarevich, Ivan","$9,095 ","$4,563 ","$4,532","$25,744"
"878 ","Thirouin, Jean","$9,076 ","$8,290 ",$786,"$10,030"
"879 ","Jacquet, Kyrian","$9,059 ","$8,675 ",$384,"$11,525"
"880 ","Sigouin, Benjamin","$9,049 ","$7,273 ","$1,776","$39,838"
"Page 20 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"881 ","Krstev, Ondrej","$8,986 ","$5,638 ","$3,348","$25,749"
"882 ","Wang, Chukang","$8,948 ","$6,928 ","$2,020","$17,752"
"883 ","Mott, Blake","$8,920 ","$8,920 ",$0,"$150,545"
"884 ","Giacomini, Luca","$8,912 ","$7,220 ","$1,692","$25,454"
"885 ","Bocchi, Lorenzo","$8,906 ","$7,022 ","$1,884","$17,377"
"886 ","Lopez San Martin, Alvaro","$8,887 ","$7,979 ",$908,"$48,888"
"887 ","Frigerio, Lorenzo","$8,885 ","$6,202 ","$2,683","$72,678"
"888 ","Matusevich, Anton","$8,858 ","$8,708 ",$150,"$16,431"
"889 ","Melzer, Gerald","$8,849 ","$8,669 ",$180,"$880,011"
"890 ","Lozan, Kristian","$8,809 ","$7,515 ","$1,294","$33,910"
"891 ","Rodriguez Taverna, Santiago Fa","$8,784 ","$7,076 ","$1,708","$37,681"
"892 ","Gray, Alastair","$8,760 ","$7,825 ",$935,"$13,210"
"893 ","Wong, Hong Kit","$8,748 ","$6,163 ","$2,585","$25,620"
"894 ","Boehler, Dominik","$8,731 ","$7,489 ","$1,242","$39,034"
"895 ","Mendoza, Alejandro","$8,691 ","$5,892 ","$2,799","$36,289"
"896 ","Olivares, Jose","$8,674 ","$7,449 ","$1,225","$35,408"
"897 ","Findel-Hawkins, Jack","$8,652 ","$4,417 ","$4,235","$23,566"
"898 ","Ehara, Hiroyasu","$8,650 ","$5,909 ","$2,741","$105,043"
"899 ","Sabanin, Yan","$8,640 ","$4,903 ","$3,737","$61,031"
"900 ","Wenger, Damien","$8,639 ","$5,675 ","$2,964","$13,006"
"901 ","Estrella Burgos, Victor","$8,620 ","$7,540 ","$1,080","$2,163,776"
"902 ","Pauwels, Maxime","$8,593 ","$7,485 ","$1,108","$27,365"
"903 ","March, Antonio Cayetano","$8,538 ","$7,126 ","$1,412","$11,916"
"904 ","Gimeno Valero, Carlos","$8,502 ","$8,308 ",$194,"$8,606"
"905 ","Karimov, Jurabek","$8,473 ","$7,513 ",$960,"$59,752"
"906 ","Musialek, Alexis","$8,440 ","$6,269 ","$2,171","$104,947"
"907 ","Metreveli, Aleksandre","$8,433 ","$6,966 ","$1,467","$69,416"
"908 ","Diep, Florent","$8,346 ","$7,332 ","$1,014","$62,295"
"909 ","Farren, Connor","$8,326 ","$6,944 ","$1,382","$45,032"
"910 ","Watson, Andrew","$8,324 ","$6,978 ","$1,346","$27,737"
"911 ","Mayot, Harold","$8,313 ","$7,280 ","$1,033","$8,625"
"912 ","Justo, Guido Ivan","$8,287 ","$5,845 ","$2,442","$14,710"
"913T ","Fattar, Anas","$8,271 ","$4,825 ","$3,446","$53,619"
"913T ","Frawley, James","$8,271 ","$4,226 ","$4,045","$32,398"
"915 ","Lakat, Florian","$8,226 ","$4,584 ","$3,642","$41,458"
"916 ","Huang, Tsung-Hao","$8,220 ","$6,227 ","$1,993","$12,390"
"917 ","Tamm, Kristjan","$8,209 ","$6,327 ","$1,882","$14,436"
"918 ","Vervoort, Mark","$8,204 ","$252 ","$7,952","$83,598"
"919 ","Baltensperger, Raphael","$8,189 ","$7,186 ","$1,003","$28,894"
"920 ","Yu, Cheng-Yu","$8,167 ","$6,895 ","$1,272","$49,226"
"921 ","Cabral, Francisco","$8,148 ","$3,711 ","$4,437","$35,763"
"922 ","Mo, Ye Cong","$8,133 ","$6,847 ","$1,286","$9,831"
"923 ","Yitbarek, Simon","$8,109 ","$7,089 ","$1,020","$10,039"
"924 ","Fufygin, Mikhail","$8,068 ","$5,088 ","$2,980","$90,101"
"Page 21 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"925 ","Stoute, Isaac","$8,052 ","$5,336 ","$2,716","$19,541"
"926 ","Kopp, Sandro","$8,026 ","$6,978 ","$1,048","$11,740"
"927 ","Perez Contri, Sergi","$8,023 ","$5,717 ","$2,306","$24,371"
"928 ","Fukuda, Sora","$8,005 ","$5,007 ","$2,998","$46,474"
"929 ","Lin, Jack Mingjie","$7,952 ","$7,676 ",$276,"$16,865"
"930 ","Ajdukovic, Duje","$7,926 ","$6,954 ",$972,"$15,002"
"931 ","Carou, Ignacio","$7,916 ","$4,994 ","$2,922","$17,624"
"932 ","Butsch, Justin","$7,905 ","$4,445 ","$3,460","$17,749"
"933 ","Crawford, Oliver","$7,895 ","$6,350 ","$1,545","$13,357"
"934 ","Ichikawa, Taisei","$7,854 ","$6,062 ","$1,792","$8,448"
"935 ","Hiltzik, Jared","$7,850 ","$7,670 ",$180,"$86,670"
"936 ","Clark, Ezekiel","$7,832 ","$6,818 ","$1,014","$16,972"
"937T ","Borges, Nuno","$7,807 ","$6,526 ","$1,281","$32,561"
"937T ","Otegui, Juan Bautista","$7,807 ","$6,925 ",$882,"$17,957"
"939 ","Iradukunda, Guy Orly","$7,801 ","$5,114 ","$2,687","$16,622"
"940 ","Vanshelboim, Eric","$7,790 ","$6,662 ","$1,128","$8,228"
"941T ","Faria, Luis","$7,761 ","$6,279 ","$1,482","$20,176"
"941T ","Lescure, Mick","$7,761 ","$4,174 ","$3,587","$75,097"
"943T ","Li, Yuanfeng","$7,754 ","$6,652 ","$1,102","$26,734"
"943T ","Oosterbaan, Paul","$7,754 ","$6,444 ","$1,310","$24,747"
"945 ","Moritani, Soichiro","$7,751 ","$5,233 ","$2,518","$41,152"
"946 ","Iannaccone, Federico","$7,736 ","$6,222 ","$1,514","$15,845"
